Time_h,10_mM,5_mM,2.5_mM,1.25_mM,0.782_mM,0.625_mM,0.313_mM,0.156_mM
3.043043043043043,8.308014493969592,8.372151398251496,8.445202046306038,8.40351325857938,8.3635695587356,8.401121217328772,8.389791522702962,8.47764366125832
3.138138138138138,8.302038718658627,8.36927116590334,8.445847367764328,8.402142936896958,8.360268222338284,8.399648152951823,8.387754936261683,8.479860173560056
3.233233233233233,8.296043480701318,8.366381332353935,8.446494297172409,8.40076743517415,8.356955228424885,8.398170897770843,8.385710635768948,8.48208386008346
3.328328328328328,8.290032753033874,8.363483824301477,8.447142431397818,8.399387702848227,8.353632820297218,8.396690399440478,8.383660034331957,8.484313249864623
3.423423423423423,8.284010508592507,8.36058056844416,8.447791367308078,8.398004689356476,8.350303241257102,8.395207605615381,8.381604545057897,8.486546871939643
3.518518518518518,8.277980720313428,8.357673491480172,8.448440701770716,8.396619344136168,8.34696873460635,8.393723463950192,8.379545581053966,8.488783255344611
3.613613613613613,8.27194736113285,8.354764520107711,8.44909003165326,8.39523261662459,8.343631543646781,8.392238922099564,8.37748455542736,8.49102092911562
3.7087087087087083,8.26591440398698,8.351855581024962,8.44973895382324,8.393845456259019,8.340293911680208,8.390754927718142,8.375422881285266,8.493258422288765
3.8038038038038033,8.25988582181203,8.348948600930123,8.450387065148185,8.392458812476736,8.336958082008449,8.389272428460574,8.373361971734887,8.495494263900138
3.898898898898899,8.253865587544212,8.346045506521389,8.451033962495613,8.391073634715015,8.33362629793332,8.387792371981504,8.371303239883408,8.497726982985835
3.993993993993994,8.247857674119736,8.343148224496943,8.451679242733064,8.389690872411144,8.330300802756634,8.386315705935587,8.369248098838028,8.499955108581947
4.0890890890890885,8.241866054474812,8.340258681554987,8.452322502728055,8.3883114750024,8.326983839780214,8.384843377977466,8.36719796170594,8.502177169724568
4.184184184184184,8.235894701545652,8.33737880439371,8.45296333934812,8.386936391926058,8.32367765230587,8.383376335761787,8.365154241594338,8.504391695449794
4.279279279279279,8.229947588268466,8.334510519711303,8.453601349460785,8.385566572619402,8.320384483635417,8.3819155269432,8.363118351610414,8.506597214793715
4.374374374374374,8.224028687579464,8.331655754205961,8.454236129933577,8.38420296651971,8.317106577070675,8.380461899176353,8.361091704861368,8.508792256792425
4.469469469469469,8.218141972414859,8.328816434575876,8.454867277634023,8.382846523064265,8.313846175913458,8.379016400115892,8.359075714454384,8.51097535048202
4.564564564564565,8.21229141571086,8.325994487519237,8.455494389429647,8.38149819169034,8.310605523465584,8.377579977416463,8.357071793496667,8.513145024898595
4.65965965965966,8.206480990403678,8.323191839734239,8.456117062187987,8.380158921835223,8.30738686302887,8.376153578732717,8.3550813550954,8.515299809078236
4.754754754754755,8.200714669429525,8.320410417919076,8.45673489277656,8.378829662936186,8.304192437905126,8.374738151719297,8.353105812357786,8.517438232057042
4.84984984984985,8.19499642572461,8.317652148771938,8.457347478062898,8.377511364430513,8.301024491396175,8.373334644030857,8.351146578391015,8.519558822871108
4.944944944944945,8.189330232225146,8.314918958991019,8.457954414914528,8.376204975755483,8.29788526680383,8.371944003322037,8.349205066302279,8.521660110556523
